Community,Nodes
31451,"[506342, 220982]"
31452,"[173409, 468183]"
31453,"[383852, 114015]"
31454,"[455552, 320867, 88771, 81223, 526792, 574569, 275242, 197737, 490482, 207187, 450003, 597, 526136, 230366, 20255]"
31455,"[212516, 120253, 363407]"
31456,"[288883, 358268]"
31457,"[523689, 195834, 563479]"
31458,"[210816, 220294, 103992, 71244, 164438, 167165, 483677, 51872, 374753, 532002, 299363, 422112, 80422, 490791, 25192, 434924, 214643, 67315, 217528, 336125]"
31459,"[499804, 348886]"
31460,"[48314, 350676]"
31461,"[356400, 424747, 57172]"
31462,"[346290, 442907]"
31463,"[300384, 84086]"
31464,"[449937, 161951]"
31465,"[101905, 414642]"
31466,"[269386, 16444]"
31467,"[178345, 315583]"
31468,"[464538, 72239]"
31469,"[503600, 429713, 250034]"
31470,"[136400, 500593, 551700, 92697]"
31471,"[104844, 574559]"
31472,"[392846, 388854]"
31473,"[443328, 552001, 374083, 294627, 191908, 106213, 174092, 558288, 173906, 526802, 207795, 300503, 348409, 410810, 24284]"
31474,"[4922, 445508]"
31475,"[269872, 526961, 379137]"
31476,"[130878, 187015]"
31477,"[43437, 152639]"
31478,"[566691, 503035]"
31479,"[551392, 161, 367956, 162621]"
31480,"[294050, 63943]"
31481,"[470386, 111406]"
31482,"[438830, 319927]"
31483,"[94009, 63578, 422551]"
31484,"[381948, 571038]"
31485,"[190037, 538190]"
31486,"[109649, 236333]"
31487,"[335513, 219324]"
31488,"[513957, 207750]"
31489,"[53731, 40686]"
31490,"[475187, 148990]"
31491,"[394841, 76999]"
31492,"[155298, 499855]"
31493,"[354353, 172405]"
31494,"[222873, 11186, 212299, 460044]"
31495,"[538674, 250807]"
31496,"[449000, 415671]"
31497,"[516937, 128202]"
31498,"[374905, 52322]"
31499,"[505849, 422418]"
31500,"[442657, 39282, 573939, 391095]"
31501,"[457760, 443139]"
31502,"[126968, 287071]"
31503,"[8474, 403270, 365639]"
31504,"[82017, 406371]"
31505,"[395400, 429462]"
31506,"[137337, 63489, 474326]"
31507,"[486928, 300526, 462550, 482087]"
31508,"[448091, 226774]"
31509,"[216425, 449636, 387421]"
31510,"[341424, 435396, 182774]"
31511,"[391304, 476269]"
31512,"[284777, 193287]"
31513,"[27712, 317890, 331346, 365831, 189130, 157466]"
31514,"[89857, 178190]"
31515,"[265044, 36445]"
31516,"[409044, 462159]"
31517,"[61259, 69157]"
31518,"[571649, 425155, 198341, 451352, 542811, 79259, 468637, 528992, 353441, 130983, 263533, 403826, 122546, 456373, 388022, 410682, 222460]"
31519,"[462778, 36390]"
31520,"[141257, 484614]"
31521,"[488928, 12545]"
31522,"[279163, 207646]"
31523,"[486825, 531901]"
31524,"[90808, 10818]"
31525,"[16856, 316778]"
31526,"[263249, 290321, 403579, 560409]"
31527,"[349396, 148775]"
31528,"[310091, 144263]"
31529,"[366676, 338557]"
31530,"[95176, 3768]"
31531,"[267514, 250604, 557590, 106383]"
31532,"[229584, 14428]"
31533,"[468819, 103877]"
31534,"[393578, 356254]"
31535,"[333867, 56181]"
31536,"[560625, 179901]"
31537,"[296473, 397409]"
31538,"[510552, 16683]"
31539,"[404201, 1684]"
31540,"[301200, 336715]"
31541,"[489842, 372526]"
31542,"[119904, 549877, 298887, 176057, 85098]"
31543,"[122001, 277250, 300390]"
31544,"[454467, 11863, 44700, 173150, 431055]"
31545,"[348929, 361212]"
31546,"[266933, 114502]"
31547,"[347424, 511332]"
31548,"[295592, 314927]"
31549,"[82979, 272021]"
31550,"[451826, 465085]"
31551,"[73257, 426101]"
31552,"[73882, 264317]"
31553,"[27003, 499223]"
31554,"[196354, 546478]"
31555,"[469689, 350822]"
31556,"[287027, 271764]"
31557,"[17417, 397876, 206494]"
31558,"[382890, 307852]"
31559,"[547092, 424687]"
31560,"[313594, 385995]"
31561,"[337164, 408189]"
31562,"[495075, 557524, 161160, 51786, 356828, 193357]"
31563,"[39144, 246001]"
31564,"[524568, 385215, 226419, 277295]"
31565,"[207168, 243245, 445824]"
31566,"[471627, 561359]"
31567,"[411369, 555450]"
31568,"[20356, 182175]"
31569,"[449432, 80765]"
31570,"[255088, 130343]"
31571,"[327800, 341614]"
31572,"[293747, 42981]"
31573,"[28867, 139207]"
31574,"[467761, 298298]"
31575,"[206988, 415647]"
31576,"[447301, 307382]"
31577,"[430901, 49127]"
31578,"[405276, 229749]"
31579,"[318601, 407674]"
31580,"[135113, 407963]"
31581,"[260435, 382212, 118973]"
31582,"[475500, 37398]"
31583,"[444792, 392313]"
31584,"[119888, 316393, 381821]"
31585,"[258104, 260355]"
31586,"[504130, 504767]"
31587,"[83797, 117038]"
31588,"[257548, 298941]"
31589,"[366888, 149934]"
31590,"[36416, 63545]"
31591,"[455625, 497765]"
31592,"[436258, 244131]"
31593,"[87195, 381358]"
31594,"[227911, 452968, 23847, 307306, 269073, 508853, 506846, 446878]"
31595,"[219936, 328343]"
31596,"[435634, 468101]"
31597,"[94518, 484737, 302850, 480006]"
31598,"[510165, 387645, 128381]"
31599,"[557774, 158399]"
31600,"[74114, 399396]"
31601,"[384219, 469181]"
31602,"[305305, 514979]"
31603,"[111050, 75421]"
31604,"[440488, 53052]"
31605,"[334385, 105115]"
31606,"[117761, 546731]"
31607,"[401964, 229846]"
31608,"[428932, 512100, 197928, 335849, 413673, 576235, 178538, 132401, 417843, 110681, 359839]"
31609,"[71416, 456903]"
31610,"[116793, 540417, 277335]"
31611,"[312742, 368854]"
31612,"[112016, 138425, 134066]"
31613,"[204436, 225148]"
31614,"[467209, 49618, 479156]"
31615,"[214642, 83581]"
31616,"[69536, 523323]"
31617,"[257803, 395164]"
31618,"[117992, 426778]"
31619,"[180800, 106186]"
31620,"[189068, 553333]"
31621,"[241271, 21791]"
31622,"[44029, 332698, 181413]"
31623,"[354217, 488548]"
31624,"[377857, 237828, 500997, 209608, 160461, 106254, 446930, 158290, 23250, 369301, 264279, 94495, 177184, 251298, 105187, 95343, 232498, 198452, 544830, 524991]"
31625,"[402787, 117063]"
31626,"[38363, 17775]"
31627,"[404204, 337205, 134845]"
31628,"[106940, 531031]"
31629,"[506529, 462949]"
31630,"[231171, 47302]"
31631,"[252945, 489915]"
31632,"[16050, 426493, 386286]"
31633,"[242176, 139077]"
31634,"[144674, 225676]"
31635,"[460520, 180517]"
31636,"[389092, 401272, 193739, 411484, 489853]"
31637,"[48947, 72663]"
31638,"[438741, 477606]"
31639,"[539761, 387317]"
31640,"[103121, 201193]"
31641,"[254416, 238975]"
31642,"[217415, 406121, 100650, 518538, 269199, 546864, 308406, 491064]"
31643,"[452572, 380543]"
31644,"[39936, 44742]"
31645,"[520708, 436718]"
31646,"[547952, 31654]"
31647,"[82445, 88997]"
31648,"[430096, 32621]"
31649,"[235088, 444404]"
31650,"[436874, 212446]"
31651,"[198082, 39971]"
31652,"[225480, 111650, 270852]"
31653,"[223138, 524851]"
31654,"[495139, 201252]"
31655,"[84470, 136702]"
31656,"[449908, 167365]"
31657,"[508412, 97142]"
31658,"[268696, 405129]"
31659,"[405961, 556244]"
31660,"[554449, 466699]"
31661,"[369393, 464997, 441593, 246284, 38956]"
31662,"[238208, 246212]"
31663,"[122948, 133983]"
31664,"[108807, 20879]"
31665,"[176385, 246638]"
31666,"[356489, 396188]"
31667,"[149036, 121981]"
31668,"[514145, 334806]"
31669,"[354440, 480996]"
31670,"[125360, 100579, 410262, 156362, 63274, 273773]"
31671,"[546529, 211837]"
31672,"[543448, 30141, 347678]"
31673,"[518109, 85270]"
31674,"[348246, 156695]"
31675,"[337456, 51202, 129605, 549286, 46761, 228574, 19711]"
31676,"[36970, 325595, 134668, 573645]"
31677,"[295306, 269651]"
31678,"[72320, 204506]"
31679,"[557785, 288739]"
31680,"[446438, 8808, 274985, 366813, 368590]"
31681,"[93953, 476615, 126441, 376201, 420755, 32308, 34997, 324889, 354141]"
31682,"[169616, 288244]"
31683,"[486352, 127251]"
31684,"[40060, 249479]"
31685,"[147410, 43677]"
31686,"[234004, 227055]"
31687,"[386476, 484860]"
31688,"[121014, 140671]"
31689,"[25008, 68198]"
31690,"[197277, 281159]"
31691,"[106555, 251638]"
31692,"[131585, 407918]"
31693,"[95827, 188415]"
31694,"[529211, 175956]"
31695,"[358168, 358373]"
31696,"[164561, 164407]"
31697,"[120071, 146955, 521228, 270607, 175892, 339224, 145304, 441884, 380063, 387448, 6054, 520106, 486958, 131253, 282038, 317497, 239931, 139069, 483902, 215750, 555335, 268236, 260687, 479056, 554320, 277715, 260820, 160215, 558554, 203618, 122467, 385379, 132964, 404328, 402922, 328302, 361329, 226674, 552053, 133112, 342654]"
31698,"[543891, 180004]"
31699,"[405145, 395172, 372087]"
31700,"[329872, 463225, 463988]"
31701,"[523027, 6588]"
31702,"[236867, 420939, 42844, 248037]"
31703,"[517997, 538958]"
31704,"[501690, 434580]"
31705,"[158457, 571042]"
31706,"[215130, 80854]"
31707,"[268638, 316606]"
31708,"[297324, 310324]"
31709,"[293304, 117813]"
31710,"[307625, 527061]"
31711,"[173713, 107044]"
31712,"[368289, 249918]"
31713,"[28520, 7034, 424235]"
31714,"[121752, 169159]"
31715,"[94578, 123940]"
31716,"[362682, 243575]"
31717,"[205869, 54869]"
31718,"[492331, 88022]"
31719,"[394004, 176045]"
31720,"[367010, 503375]"
31721,"[428350, 351877, 68102, 411213, 398224, 303954, 268277, 369274, 333278]"
31722,"[158000, 408658]"
31723,"[552875, 62438]"
31724,"[218825, 328717]"
31725,"[322434, 180430]"
31726,"[436017, 333004]"
31727,"[351314, 285454, 66775]"
31728,"[348680, 509960, 410083, 64820]"
31729,"[436658, 356142]"
31730,"[544406, 402726, 56086, 172075, 124651]"
31731,"[164404, 254919]"
31732,"[9796, 189582]"
31733,"[313160, 417927]"
31734,"[245801, 62731]"
31735,"[135212, 403830]"
31736,"[298344, 210244, 288536, 523867, 432216, 561247]"
31737,"[87257, 241763, 37573]"
31738,"[308518, 205615]"
31739,"[205944, 349385]"
31740,"[554065, 241826, 46171]"
31741,"[482964, 495591]"
31742,"[556478, 252831]"
31743,"[274664, 296488]"
31744,"[35424, 568409, 313698]"
31745,"[60811, 512147]"
31746,"[241345, 297532]"
31747,"[48011, 492247]"
31748,"[60253, 398181, 375343]"
31749,"[228980, 461871]"
31750,"[576121, 216702, 304574]"
31751,"[134090, 6070]"
31752,"[191361, 81946]"
31753,"[131105, 381887]"
31754,"[398552, 210529, 206560, 135754]"
31755,"[115208, 96694]"
31756,"[471791, 386119, 228071]"
31757,"[137634, 183171, 241062]"
31758,"[117090, 44302]"
31759,"[28032, 419520]"
31760,"[389336, 280303, 288912, 165791]"
31761,"[379572, 69422]"
31762,"[534489, 401461]"
31763,"[459600, 154621]"
31764,"[448137, 291205]"
31765,"[210257, 234714]"
31766,"[393608, 271330, 75876, 548357]"
31767,"[230402, 63795, 131855]"
31768,"[120353, 184835, 9989, 444407, 168858, 475677]"
31769,"[68356, 151263]"
31770,"[2013, 273287]"
31771,"[484008, 366148]"
31772,"[180068, 57933]"
31773,"[567281, 271757]"
31774,"[361001, 443975]"
31775,"[408305, 130619]"
31776,"[353819, 169523, 97885, 36095]"
31777,"[175372, 383655]"
31778,"[5976, 173217]"
31779,"[506707, 482359]"
31780,"[322610, 297351]"
31781,"[449939, 545333]"
31782,"[502293, 340046]"
31783,"[94360, 254807]"
31784,"[544851, 171796, 158134, 289887]"
31785,"[223825, 523924, 122231, 205758, 513039]"
31786,"[410605, 461122, 405845, 233110, 18541, 523294, 115103]"
31787,"[495254, 485612, 151350]"
31788,"[262441, 560756]"
31789,"[262464, 35601, 342874, 200007]"
31790,"[406505, 3751]"
31791,"[117476, 184229]"
31792,"[253761, 90281, 314003]"
31793,"[564420, 543253]"
31794,"[562584, 521693, 512398]"
31795,"[414913, 369138, 132165, 455765]"
31796,"[16976, 503703]"
31797,"[48294, 484975]"
31798,"[1568, 174717]"
31799,"[7833, 369643]"
31800,"[362813, 298911]"
31801,"[522906, 104710]"
31802,"[99570, 385189]"
31803,"[499771, 526036]"
31804,"[415969, 355645]"
31805,"[572423, 402431]"
31806,"[173504, 92694, 512456]"
31807,"[439437, 264847]"
31808,"[477168, 230643]"
31809,"[403843, 110631]"
31810,"[392914, 177790]"
31811,"[337587, 245941]"
31812,"[275048, 104048]"
31813,"[335577, 24158]"
31814,"[521270, 345614]"
31815,"[562409, 530420]"
31816,"[350118, 480278]"
31817,"[43506, 10181]"
31818,"[570841, 268687]"
31819,"[524520, 441301]"
31820,"[239504, 445858]"
31821,"[494116, 524254]"
31822,"[311696, 221242, 443388]"
31823,"[165560, 142459]"
31824,"[354873, 10189]"
31825,"[58737, 102194, 34199, 52552, 570062]"
31826,"[557577, 26355]"
31827,"[198721, 278645]"
31828,"[490434, 252548, 539781, 343544, 269417, 114889, 53961, 361325, 231123, 212630, 408438, 38616, 424566, 569114, 160478]"
31829,"[89748, 379325]"
31830,"[518051, 390820]"
31831,"[358265, 24491]"
31832,"[331219, 52396]"
31833,"[29939, 26268, 235182, 258327]"
31834,"[320074, 198291]"
31835,"[423897, 149153]"
31836,"[303573, 450975]"
31837,"[524949, 372511]"
31838,"[358845, 335695]"
31839,"[390595, 494598]"
31840,"[290952, 256700, 571669]"
31841,"[80873, 246797]"
31842,"[520699, 197253]"
31843,"[571338, 45117]"
31844,"[254826, 80780]"
31845,"[218665, 382073]"
31846,"[138099, 224175]"
31847,"[538402, 504244]"
31848,"[330337, 348213]"
31849,"[544994, 416428, 48674, 330166]"
31850,"[523409, 416170]"
31851,"[357917, 26998]"
31852,"[80863, 564199, 299023]"
31853,"[542506, 503821]"
31854,"[133128, 121191]"
31855,"[185416, 556911]"
31856,"[314624, 472164]"
31857,"[434514, 128341, 63718, 397656, 297497, 326909]"
31858,"[28960, 422227, 130246, 431926, 42890, 340620, 383727]"
31859,"[263906, 239507, 42724]"
31860,"[41841, 481772]"
31861,"[76579, 35678]"
31862,"[343784, 40823]"
31863,"[299120, 370655]"
31864,"[18685, 289358]"
31865,"[212772, 71318]"
31866,"[142369, 355675]"
31867,"[74041, 534798]"
31868,"[269684, 326157]"
31869,"[362071, 263535]"
31870,"[363958, 5063, 49594, 227839, 572317, 503151]"
31871,"[25440, 304018, 91801, 314917, 61864, 170841, 528303]"
31872,"[356225, 101719]"
31873,"[57500, 235667, 121308, 370657]"
31874,"[386298, 351003]"
31875,"[372642, 523635]"
31876,"[151964, 198397]"
31877,"[52003, 290963]"
31878,"[517872, 159222]"
31879,"[238840, 363402]"
31880,"[278776, 499515, 383023]"
31881,"[441039, 52607]"
31882,"[524569, 483053]"
31883,"[89808, 541614]"
31884,"[407729, 407730]"
31885,"[66981, 537455]"
31886,"[142330, 197158]"
31887,"[369898, 408119]"
31888,"[456294, 254839]"
31889,"[67099, 125868]"
31890,"[437553, 501527]"
31891,"[273150, 316886]"
31892,"[186568, 413696]"
31893,"[231956, 59662]"
31894,"[392784, 51589, 45462]"
31895,"[551812, 390023]"
31896,"[281091, 117357]"
31897,"[196584, 60710]"
31898,"[116457, 518342]"
31899,"[509220, 125511]"
31900,"[336697, 169308, 98055]"
31901,"[448904, 549352]"
31902,"[56898, 381500]"
31903,"[162979, 435325]"
31904,"[145002, 33407]"
31905,"[520200, 425917]"
